,CD91일,콜 금리,국고채 3년,회사채 3년
2008.11.18,5.51,3.95,5.36,8.84
2008.11.19,5.50,3.95,5.16,8.68
2008.11.20,5.49,3.99,5.15,8.68
2008.11.21,5.48,3.98,4.99,8.61
2008.11.24,5.48,3.99,5.06,8.71
2008.11.25,5.47,3.98,5.05,8.80
2008.11.26,5.45,3.98,4.88,8.78
2008.11.27,5.45,3.98,4.86,8.86
2008.11.28,5.45,3.99,4.87,8.91
2008.12.01,5.45,3.97,4.70,8.91
2008.12.02,5.45,3.98,4.44,8.86
2008.12.03,5.45,3.98,4.26,8.80
2008.12.04,5.45,3.91,4.33,8.90
2008.12.05,5.45,3.85,4.17,8.80
2008.12.08,5.45,4.71,4.22,8.85
2008.12.09,5.44,3.61,4.16,8.81
2008.12.10,5.44,3.61,4.21,8.86
2008.12.11,4.75,3.16,4.01,8.62
2008.12.12,4.75,2.90,3.95,8.47
2008.12.15,4.74,2.83,3.97,8.32
2008.12.16,4.49,2.78,3.85,8.05
2008.12.17,4.34,2.81,3.84,7.98
2008.12.18,4.24,2.81,3.82,7.96
2008.12.19,4.19,2.82,3.81,7.98
2008.12.22,4.09,2.70,3.88,8.08
2008.12.23,4.03,2.57,3.87,8.10
2008.12.24,3.98,2.66,3.75,8.02
2008.12.26,3.95,2.99,3.68,7.97
2008.12.29,3.94,2.97,3.61,7.92
2008.12.30,3.93,2.94,3.41,7.72
2008.12.31,3.93,3.02,3.41,7.72
2009.01.02,3.93,2.87,3.42,7.73
2009.01.05,3.92,2.75,3.35,7.51
2009.01.06,3.92,2.59,3.34,7.46
2009.01.07,3.92,2.58,3.45,7.45
2009.01.08,3.25,2.98,3.26,7.25
2009.01.09,3.18,2.49,3.48,7.43
2009.01.12,3.18,2.42,3.53,7.46
2009.01.13,3.13,2.26,3.50,7.42
2009.01.14,3.02,2.22,3.36,7.25
2009.01.15,2.98,2.04,3.56,7.38
2009.01.16,2.97,2.02,3.61,7.39
2009.01.19,2.97,1.99,3.42,7.25
2009.01.20,2.97,2.00,3.48,7.29
2009.01.21,2.97,2.10,3.39,7.22
2009.01.22,2.96,2.51,3.39,7.22
2009.01.23,2.96,2.44,3.38,7.19
2009.01.28,2.96,2.48,3.36,7.14
2009.01.29,2.96,2.45,3.41,7.19
2009.01.30,2.96,2.41,3.59,7.29
2009.02.02,2.96,2.38,3.78,7.49
2009.02.03,2.96,2.38,3.84,7.57
2009.02.04,2.96,2.38,3.70,7.45
2009.02.05,2.92,2.39,3.79,7.48
2009.02.06,2.92,2.39,3.73,7.37
2009.02.09,2.92,2.20,3.74,7.29
2009.02.10,2.92,2.07,3.73,7.17
2009.02.11,2.92,2.06,3.66,7.07
2009.02.12,2.64,2.02,3.62,6.97
2009.02.13,2.57,1.92,3.57,6.85
2009.02.16,2.57,1.69,3.69,6.85
2009.02.17,2.57,1.76,3.97,7.05
2009.02.18,2.56,1.75,3.74,6.96
2009.02.19,2.55,1.79,3.75,6.89
2009.02.20,2.54,1.82,3.92,6.93
2009.02.23,2.53,1.76,3.83,6.86
2009.02.24,2.51,1.55,3.90,6.88
2009.02.25,2.51,1.58,3.99,6.92
2009.02.26,2.49,1.88,3.88,6.74
2009.02.27,2.49,1.87,3.82,6.60
2009.03.02,2.49,1.75,3.87,6.62
2009.03.03,2.49,1.75,3.74,6.48
2009.03.04,2.49,1.76,3.70,6.29
2009.03.05,2.49,1.75,3.71,6.28
2009.03.06,2.49,1.76,3.63,6.20
2009.03.09,2.45,1.71,3.66,6.21
2009.03.10,2.45,1.63,3.62,6.11
2009.03.11,2.45,1.64,3.69,6.15
2009.03.12,2.45,1.78,3.62,6.08
2009.03.13,2.43,1.82,3.72,6.16
2009.03.16,2.43,1.82,3.74,6.12
2009.03.17,2.43,1.94,3.62,6.01
2009.03.18,2.43,1.87,3.66,6.04
2009.03.19,2.43,1.79,3.49,5.91
2009.03.20,2.43,1.81,3.49,5.92
2009.03.23,2.43,1.74,3.55,5.94
2009.03.24,2.43,1.63,3.64,6.02
2009.03.25,2.43,1.56,3.64,6.02
2009.03.26,2.43,1.89,3.71,6.07
2009.03.27,2.43,1.76,3.74,6.07
2009.03.30,2.43,1.76,3.89,6.15
2009.03.31,2.43,1.73,3.94,6.13
2009.04.01,2.43,1.72,3.83,6.02
2009.04.02,2.43,1.65,3.87,5.99
2009.04.03,2.43,1.66,3.95,5.99
2009.04.06,2.43,1.65,3.99,6.01
2009.04.07,2.43,1.57,3.94,5.97
2009.04.08,2.43,1.58,3.89,5.91
2009.04.09,2.43,1.86,3.88,5.88
2009.04.10,2.43,1.82,3.88,5.87
2009.04.13,2.43,1.80,3.88,5.84
2009.04.14,2.43,1.79,3.78,5.74
2009.04.15,2.42,1.76,3.75,5.69
2009.04.16,2.41,1.83,3.80,5.70
2009.04.17,2.41,1.83,3.72,5.62
2009.04.20,2.41,1.86,3.70,5.59
2009.04.21,2.41,1.57,3.69,5.57
2009.04.22,2.41,1.57,3.72,5.59
2009.04.23,2.41,1.89,3.70,5.55
2009.04.24,2.41,1.84,3.57,5.37
2009.04.27,2.41,1.88,3.58,5.35
2009.04.28,2.41,1.85,3.50,5.21
2009.04.29,2.41,1.84,3.51,5.23
2009.04.30,2.41,1.85,3.59,5.29
2009.05.04,2.41,1.77,3.78,5.45
2009.05.06,2.41,1.72,3.80,5.45
2009.05.07,2.41,1.83,3.91,5.48
2009.05.08,2.41,1.92,3.90,5.46
2009.05.11,2.41,1.93,3.93,5.49
2009.05.12,2.41,1.93,3.83,5.35
2009.05.13,2.41,1.93,3.85,5.21
2009.05.14,2.41,1.93,3.77,5.07
2009.05.15,2.41,1.93,3.79,5.06
2009.05.18,2.41,1.89,3.75,5.01
2009.05.19,2.41,1.74,3.86,5.07
2009.05.20,2.41,1.73,3.87,5.06
2009.05.21,2.41,1.96,3.84,5.01
2009.05.22,2.41,1.97,3.85,5.00
2009.05.25,2.41,1.97,3.81,4.97
2009.05.26,2.41,1.97,3.79,4.95
2009.05.27,2.41,1.96,3.82,4.97
2009.05.28,2.41,1.96,3.87,5.01
2009.05.29,2.41,1.96,3.83,4.98
2009.06.01,2.41,1.95,3.81,4.96
2009.06.02,2.41,1.93,3.93,4.97
2009.06.03,2.41,1.92,3.91,4.94
2009.06.04,2.42,1.93,3.88,4.91
2009.06.05,2.41,1.93,3.87,4.90
2009.06.08,2.41,1.93,4.02,5.06
2009.06.09,2.41,1.96,4.03,5.11
2009.06.10,2.41,1.93,4.04,5.13
2009.06.11,2.41,1.96,4.22,5.32
2009.06.12,2.41,1.94,4.30,5.40
2009.06.15,2.41,1.93,4.27,5.38
2009.06.16,2.41,1.94,4.25,5.36
2009.06.17,2.41,1.95,4.24,5.35
2009.06.18,2.41,1.95,4.20,5.31
2009.06.19,2.41,1.94,4.17,5.29
2009.06.22,2.41,1.93,4.20,5.33
2009.06.23,2.41,1.82,4.12,5.29
2009.06.24,2.41,1.87,4.07,5.26
2009.06.25,2.41,1.93,4.17,5.37
2009.06.26,2.41,1.92,4.12,5.34
2009.06.29,2.41,1.92,4.10,5.32
2009.06.30,2.41,1.96,4.16,5.39
2009.07.01,2.41,1.90,4.08,5.35
2009.07.02,2.41,1.92,4.06,5.34
2009.07.03,2.41,1.92,4.04,5.32
2009.07.06,2.41,1.93,4.09,5.36
2009.07.07,2.41,1.92,4.13,5.42
2009.07.08,2.41,1.92,4.06,5.39
2009.07.09,2.41,1.93,4.00,5.33
2009.07.10,2.41,1.94,3.91,5.26
2009.07.13,2.41,1.94,3.95,5.30
2009.07.14,2.41,1.95,3.96,5.32
2009.07.15,2.41,1.95,3.99,5.36
2009.07.16,2.41,1.95,3.99,5.37
2009.07.17,2.41,1.94,4.10,5.48
2009.07.20,2.41,1.94,4.18,5.57
2009.07.21,2.41,1.93,4.16,5.56
2009.07.22,2.41,1.93,4.21,5.61
2009.07.23,2.41,1.93,4.16,5.58
2009.07.24,2.41,1.93,4.16,5.58
2009.07.27,2.41,1.93,4.17,5.59
2009.07.28,2.41,1.93,4.16,5.59
2009.07.29,2.41,1.93,4.17,5.60
2009.07.30,2.41,1.93,4.15,5.58
2009.07.31,2.41,1.95,4.26,5.68
2009.08.03,2.41,1.94,4.37,5.77
2009.08.04,2.41,1.97,4.35,5.75
2009.08.05,2.41,1.97,4.43,5.81
2009.08.06,2.42,1.98,4.49,5.86
2009.08.07,2.42,1.99,4.46,5.85
2009.08.10,2.42,1.99,4.47,5.86
2009.08.11,2.42,1.99,4.41,5.80
2009.08.12,2.42,1.98,4.45,5.81
2009.08.13,2.45,1.98,4.52,5.88
2009.08.14,2.47,1.97,4.61,5.94
2009.08.17,2.48,1.98,4.46,5.80
2009.08.18,2.49,1.97,4.51,5.81
2009.08.19,2.49,1.97,4.37,5.67
2009.08.20,2.51,1.99,4.39,5.68
2009.08.21,2.51,1.98,4.34,5.63
2009.08.24,2.51,1.98,4.40,5.67
2009.08.25,2.52,1.98,4.34,5.61
2009.08.26,2.56,1.98,4.36,5.59
2009.08.27,2.57,1.97,4.31,5.54
2009.08.28,2.57,1.97,4.35,5.58
2009.08.31,2.57,1.99,4.38,5.61
2009.09.01,2.57,1.98,4.37,5.61
2009.09.02,2.57,1.98,4.31,5.55
2009.09.03,2.57,1.97,4.28,5.53
2009.09.04,2.57,1.97,4.30,5.53
2009.09.07,2.57,1.97,4.33,5.54
2009.09.08,2.57,1.91,4.31,5.50
2009.09.09,2.57,1.98,4.29,5.48
2009.09.10,2.58,1.99,4.50,5.67
2009.09.11,2.59,1.99,4.49,5.65
2009.09.14,2.61,2.00,4.49,5.65
2009.09.15,2.62,1.99,4.47,5.63
2009.09.16,2.63,1.99,4.40,5.56
2009.09.17,2.64,2.00,4.40,5.56
2009.09.18,2.65,2.00,4.37,5.53
2009.09.21,2.68,1.97,4.43,5.58
2009.09.22,2.70,1.80,4.49,5.63
2009.09.23,2.71,1.79,4.47,5.61
2009.09.24,2.72,2.00,4.44,5.58
2009.09.25,2.72,2.00,4.43,5.56
2009.09.28,2.73,2.00,4.45,5.58
2009.09.29,2.74,2.01,4.47,5.60
2009.09.30,2.75,2.00,4.39,5.53
2009.10.01,2.76,2.00,4.36,5.51
2009.10.05,2.77,1.99,4.34,5.49
2009.10.06,2.78,2.00,4.44,5.59
2009.10.07,2.79,1.99,4.45,5.59
2009.10.08,2.80,1.99,4.47,5.61
2009.10.09,2.81,1.99,4.36,5.50
2009.10.12,2.81,1.99,4.39,5.53
2009.10.13,2.81,1.99,4.37,5.51
2009.10.14,2.81,1.99,4.37,5.51
2009.10.15,2.80,1.99,4.43,5.55
2009.10.16,2.80,1.98,4.56,5.67
2009.10.19,2.80,1.98,4.54,5.66
2009.10.20,2.79,1.99,4.55,5.67
2009.10.21,2.79,2.02,4.53,5.65
2009.10.22,2.79,2.00,4.55,5.67
2009.10.23,2.79,2.00,4.59,5.71
2009.10.26,2.79,2.00,4.62,5.74
2009.10.27,2.79,2.00,4.54,5.66
2009.10.28,2.79,2.00,4.51,5.64
2009.10.29,2.79,2.01,4.45,5.59
2009.10.30,2.79,2.01,4.44,5.58
2009.11.02,2.79,2.00,4.43,5.57
2009.11.03,2.79,1.99,4.43,5.56
2009.11.04,2.79,1.99,4.47,5.60
2009.11.05,2.79,2.00,4.46,5.58
2009.11.06,2.79,2.00,4.46,5.58
2009.11.09,2.79,2.00,4.49,5.59
2009.11.10,2.79,2.07,4.47,5.56
2009.11.11,2.79,1.98,4.42,5.52
2009.11.12,2.79,2.01,4.34,5.44
2009.11.13,2.79,2.00,4.27,5.39
2009.11.16,2.79,2.01,4.29,5.41
2009.11.17,2.79,1.99,4.24,5.35
2009.11.18,2.79,1.96,4.27,5.38
2009.11.19,2.79,1.95,4.24,5.35
2009.11.20,2.79,2.01,4.26,5.36
2009.11.23,2.79,2.03,4.30,5.40
2009.11.24,2.79,2.00,4.28,5.38
2009.11.25,2.79,1.99,4.25,5.35
2009.11.26,2.79,2.01,4.20,5.30
2009.11.27,2.79,2.00,4.05,5.17
2009.11.30,2.79,2.01,4.10,5.21
2009.12.01,2.79,2.00,4.05,5.16
2009.12.02,2.79,2.00,4.13,5.24
2009.12.03,2.79,2.00,4.12,5.23
2009.12.04,2.79,2.00,4.16,5.27
2009.12.07,2.79,1.99,4.24,5.35
2009.12.08,2.79,1.97,4.20,5.30
2009.12.09,2.79,1.97,4.17,5.27
2009.12.10,2.79,2.01,4.26,5.36
2009.12.11,2.79,2.00,4.22,5.33
2009.12.14,2.79,2.00,4.25,5.35
2009.12.15,2.79,2.00,4.18,5.28
2009.12.16,2.83,2.00,4.25,5.35
2009.12.17,2.85,2.00,4.24,5.35
2009.12.18,2.85,2.00,4.20,5.30
2009.12.21,2.85,2.00,4.19,5.30
2009.12.22,2.85,1.99,4.31,5.42
2009.12.23,2.85,1.99,4.28,5.39
2009.12.24,2.85,1.98,4.32,5.44
2009.12.28,2.85,2.00,4.36,5.48
2009.12.29,2.85,2.00,4.39,5.51
2009.12.30,2.86,2.00,4.41,5.53
2009.12.31,2.86,2.01,4.41,5.53
2010.01.04,2.88,1.99,4.44,5.56
2010.01.05,2.88,1.98,4.36,5.48
2010.01.06,2.88,1.96,4.43,5.54
2010.01.07,2.88,2.00,4.32,5.44
2010.01.08,2.88,2.00,4.36,5.47
2010.01.11,2.88,2.00,4.27,5.38
2010.01.12,2.88,2.00,4.25,5.36
2010.01.13,2.88,2.00,4.26,5.37
2010.01.14,2.88,2.00,4.23,5.35
2010.01.15,2.88,2.00,4.24,5.37
2010.01.18,2.88,1.99,4.28,5.41
2010.01.19,2.88,1.99,4.24,5.37
2010.01.20,2.88,1.97,4.24,5.37
2010.01.21,2.88,2.01,4.26,5.38
2010.01.22,2.88,2.00,4.24,5.35
2010.01.25,2.88,2.01,4.26,5.37
2010.01.26,2.88,2.01,4.21,5.32
2010.01.27,2.88,2.01,4.23,5.35
2010.01.28,2.88,2.01,4.31,5.43
2010.01.29,2.88,2.01,4.27,5.39
2010.02.01,2.88,2.01,4.30,5.42
2010.02.02,2.88,2.00,4.27,5.40
2010.02.03,2.88,2.00,4.27,5.40
2010.02.04,2.88,2.00,4.26,5.39
2010.02.05,2.88,2.00,4.22,5.36
2010.02.08,2.88,2.00,4.26,5.40
2010.02.09,2.88,1.99,4.27,5.40
2010.02.10,2.88,1.97,4.27,5.40
2010.02.11,2.88,2.02,4.18,5.31
2010.02.12,2.88,2.02,4.12,5.25
2010.02.16,2.88,2.02,4.12,5.25
2010.02.17,2.88,2.02,4.10,5.24
2010.02.18,2.88,2.02,4.10,5.24
2010.02.19,2.88,2.01,4.18,5.32
2010.02.22,2.88,1.98,4.20,5.34
2010.02.23,2.88,1.92,4.16,5.30
2010.02.24,2.88,1.90,4.14,5.28
2010.02.25,2.88,2.02,4.09,5.23
2010.02.26,2.88,2.02,4.10,5.24
2010.03.02,2.88,2.02,4.11,5.24
2010.03.03,2.88,2.01,4.09,5.22
2010.03.04,2.88,2.02,4.08,5.21
2010.03.05,2.86,2.01,4.10,5.22
2010.03.08,2.86,2.02,4.12,5.24
2010.03.09,2.86,2.02,4.10,5.22
2010.03.10,2.86,1.99,4.08,5.20
2010.03.11,2.84,2.02,3.97,5.09
2010.03.12,2.83,2.02,3.93,5.05
2010.03.15,2.83,2.01,3.93,5.05
2010.03.16,2.82,2.01,3.84,4.94
2010.03.17,2.82,2.00,3.80,4.88
2010.03.18,2.82,2.01,3.76,4.83
2010.03.19,2.82,2.01,3.79,4.84
2010.03.22,2.81,2.01,3.77,4.81
2010.03.23,2.81,2.00,3.90,4.92
2010.03.24,2.81,2.00,3.94,4.96
2010.03.25,2.81,2.01,3.82,4.85
2010.03.26,2.78,2.00,3.84,4.86
2010.03.29,2.78,2.00,3.92,4.91
2010.03.30,2.78,1.99,3.90,4.91
2010.03.31,2.78,2.00,3.89,4.89
2010.04.01,2.78,1.99,3.84,4.84
2010.04.02,2.78,2.00,3.84,4.84
2010.04.05,2.72,2.00,3.85,4.85
2010.04.06,2.63,2.02,3.84,4.84
2010.04.07,2.63,2.02,3.82,4.82
2010.04.08,2.53,2.02,3.74,4.74
2010.04.09,2.46,2.00,3.77,4.77
2010.04.12,2.45,2.01,3.85,4.85
2010.04.13,2.45,2.01,3.83,4.81
2010.04.14,2.45,2.00,3.87,4.84
2010.04.15,2.45,2.00,3.85,4.79
2010.04.16,2.45,1.99,3.80,4.73
2010.04.19,2.45,2.00,3.78,4.69
2010.04.20,2.45,2.00,3.76,4.66
2010.04.21,2.45,2.01,3.80,4.65
2010.04.22,2.45,2.00,3.77,4.62
2010.04.23,2.45,2.00,3.76,4.60
2010.04.26,2.45,2.01,3.75,4.58
2010.04.27,2.45,2.01,3.66,4.49
2010.04.28,2.45,2.01,3.62,4.44
2010.04.29,2.45,2.00,3.58,4.40
2010.04.30,2.45,2.00,3.61,4.41
2010.05.03,2.45,2.00,3.70,4.47
2010.05.04,2.45,2.05,3.71,4.48
2010.05.06,2.45,2.02,3.79,4.53
2010.05.07,2.45,2.01,3.69,4.44
2010.05.10,2.45,2.01,3.71,4.46
2010.05.11,2.45,2.01,3.64,4.39
2010.05.12,2.45,2.01,3.77,4.51
2010.05.13,2.45,2.01,3.79,4.53
2010.05.14,2.45,2.01,3.78,4.52
2010.05.17,2.45,2.02,3.78,4.53
2010.05.18,2.45,2.01,3.77,4.53
2010.05.19,2.45,2.01,3.76,4.53
2010.05.20,2.45,2.02,3.74,4.51
2010.05.24,2.45,2.02,3.64,4.43
2010.05.25,2.45,2.02,3.59,4.40
2010.05.26,2.45,1.99,3.61,4.44
2010.05.27,2.45,1.98,3.60,4.44
2010.05.28,2.45,1.98,3.61,4.46
2010.05.31,2.45,2.00,3.58,4.45
2010.06.01,2.45,1.99,3.57,4.46
2010.06.03,2.45,1.99,3.63,4.52
2010.06.04,2.45,1.98,3.68,4.56
2010.06.07,2.45,1.99,3.60,4.50
2010.06.08,2.45,1.95,3.63,4.51
2010.06.09,2.45,1.97,3.61,4.51
2010.06.10,2.45,2.02,3.64,4.54
2010.06.11,2.45,2.02,3.68,4.58
2010.06.14,2.45,2.02,3.71,4.61
2010.06.15,2.45,2.02,3.73,4.64
2010.06.16,2.45,2.01,3.72,4.63
2010.06.17,2.45,2.01,3.70,4.62
2010.06.18,2.45,2.00,3.72,4.64
2010.06.21,2.45,2.01,3.88,4.77
2010.06.22,2.45,2.01,3.90,4.79
2010.06.23,2.45,1.97,3.93,4.82
2010.06.24,2.46,2.02,3.90,4.80
2010.06.25,2.46,2.02,3.90,4.80
2010.06.28,2.46,1.99,3.89,4.79
2010.06.29,2.46,1.95,3.86,4.77
2010.06.30,2.46,2.03,3.86,4.77
2010.07.01,2.46,1.99,3.80,4.72
2010.07.02,2.46,1.99,3.82,4.74
2010.07.05,2.46,2.01,3.85,4.77
2010.07.06,2.46,2.05,3.84,4.75
2010.07.07,2.46,2.04,3.90,4.81
2010.07.08,2.46,2.02,3.94,4.85
2010.07.09,2.63,2.26,3.94,4.85
2010.07.12,2.63,2.27,3.96,4.88
2010.07.13,2.63,2.26,3.96,4.88
2010.07.14,2.63,2.26,3.98,4.90
2010.07.15,2.63,2.27,3.94,4.87
2010.07.16,2.63,2.25,3.92,4.86
2010.07.19,2.63,2.26,3.92,4.85
2010.07.20,2.63,2.27,3.92,4.85
2010.07.21,2.63,2.27,3.82,4.76
2010.07.22,2.63,2.27,3.82,4.76
2010.07.23,2.63,2.27,3.85,4.78
2010.07.26,2.63,2.27,3.88,4.80
2010.07.27,2.63,2.27,3.86,4.79
2010.07.28,2.63,2.27,3.86,4.79
2010.07.29,2.63,2.28,3.80,4.75
2010.07.30,2.63,2.28,3.80,4.75
2010.08.02,2.63,2.28,3.86,4.78
2010.08.03,2.63,2.27,3.87,4.79
2010.08.04,2.63,2.27,3.84,4.77
2010.08.05,2.63,2.28,3.87,4.80
2010.08.06,2.63,2.27,3.89,4.82
2010.08.09,2.63,2.28,3.92,4.84
2010.08.10,2.63,2.28,3.91,4.83
2010.08.11,2.63,2.29,3.83,4.76
2010.08.12,2.63,2.27,3.76,4.70
2010.08.13,2.63,2.27,3.73,4.68
2010.08.16,2.63,2.27,3.74,4.69
2010.08.17,2.63,2.27,3.76,4.71
2010.08.18,2.63,2.27,3.70,4.65
2010.08.19,2.63,2.28,3.68,4.62
2010.08.20,2.63,2.28,3.61,4.58
2010.08.23,2.63,2.26,3.62,4.59
2010.08.24,2.63,2.30,3.58,4.55
2010.08.25,2.63,2.30,3.57,4.55
2010.08.26,2.63,2.28,3.54,4.53
2010.08.27,2.63,2.28,3.56,4.54
2010.08.30,2.63,2.27,3.58,4.55
2010.08.31,2.66,2.28,3.55,4.53
2010.09.01,2.66,2.27,3.65,4.60
2010.09.02,2.66,2.27,3.60,4.55
2010.09.03,2.66,2.27,3.65,4.59
2010.09.06,2.66,2.26,3.69,4.63
2010.09.07,2.66,2.26,3.63,4.58
2010.09.08,2.66,2.27,3.61,4.57
2010.09.09,2.66,2.27,3.35,4.32
2010.09.10,2.66,2.27,3.40,4.36
2010.09.13,2.66,2.27,3.43,4.37
2010.09.14,2.66,2.27,3.39,4.34
2010.09.15,2.66,2.28,3.43,4.37
2010.09.16,2.66,2.28,3.39,4.32
2010.09.17,2.66,2.28,3.45,4.36
2010.09.20,2.66,2.28,3.50,4.40
2010.09.24,2.66,2.28,3.44,4.33
2010.09.27,2.66,2.27,3.39,4.30
2010.09.28,2.66,2.27,3.37,4.29
2010.09.29,2.66,2.26,3.34,4.27
2010.09.30,2.66,2.27,3.32,4.26
2010.10.01,2.66,2.27,3.26,4.20
2010.10.04,2.66,2.24,3.30,4.24
2010.10.05,2.66,2.18,3.29,4.23
2010.10.06,2.66,2.20,3.31,4.25
2010.10.07,2.66,2.28,3.31,4.25
2010.10.08,2.66,2.27,3.27,4.22
2010.10.11,2.66,2.27,3.28,4.23
2010.10.12,2.67,2.27,3.26,4.20
2010.10.13,2.68,2.27,3.28,4.22
2010.10.14,2.67,2.28,3.08,4.04
2010.10.15,2.66,2.27,3.05,4.01
2010.10.18,2.66,2.26,3.06,4.02
2010.10.19,2.66,2.28,3.20,4.04
2010.10.20,2.66,2.29,3.26,4.08
2010.10.21,2.66,2.28,3.29,4.10
2010.10.22,2.66,2.28,3.23,4.05
2010.10.25,2.66,2.25,3.29,4.09
2010.10.26,2.66,2.24,3.25,4.05
2010.10.27,2.66,2.24,3.30,4.08
2010.10.28,2.66,2.24,3.23,4.01
2010.10.29,2.66,2.26,3.25,4.03
2010.11.01,2.66,2.24,3.35,4.12
2010.11.02,2.66,2.23,3.41,4.16
2010.11.03,2.66,2.24,3.43,4.18
2010.11.04,2.66,2.24,3.50,4.25
2010.11.05,2.66,2.24,3.60,4.35
2010.11.08,2.66,2.24,3.55,4.32
2010.11.09,2.66,2.27,3.58,4.34
2010.11.10,2.66,2.26,3.51,4.29
2010.11.11,2.66,2.24,3.48,4.27
2010.11.12,2.66,2.24,3.46,4.25
2010.11.15,2.66,2.24,3.47,4.26
2010.11.16,2.80,2.49,3.32,4.14
2010.11.17,2.80,2.50,3.35,4.15
2010.11.18,2.80,2.50,3.33,4.14
2010.11.19,2.80,2.50,3.32,4.13
2010.11.22,2.80,2.51,3.38,4.17
2010.11.23,2.80,2.52,3.42,4.21
2010.11.24,2.80,2.54,3.34,4.15
2010.11.25,2.80,2.50,3.31,4.12
2010.11.26,2.80,2.50,3.30,4.12
2010.11.29,2.80,2.50,3.22,4.05
2010.11.30,2.80,2.51,3.19,4.03
2010.12.01,2.80,2.50,3.21,4.05
2010.12.02,2.80,2.50,3.18,4.04
2010.12.03,2.80,2.50,3.12,4.01
2010.12.06,2.80,2.50,3.11,4.00
2010.12.07,2.80,2.52,2.89,4.01
2010.12.08,2.80,2.52,3.08,4.12
2010.12.09,2.80,2.51,3.17,4.12
2010.12.10,2.80,2.50,3.14,4.11
2010.12.13,2.80,2.50,3.26,4.19
2010.12.14,2.80,2.49,3.30,4.21
2010.12.15,2.80,2.49,3.43,4.32
2010.12.16,2.80,2.50,3.35,4.26
2010.12.17,2.80,2.49,3.36,4.27
2010.12.20,2.80,2.50,3.35,4.26
2010.12.21,2.80,2.52,3.24,4.17
2010.12.22,2.80,2.53,3.19,4.13
2010.12.23,2.80,2.50,3.23,4.15
2010.12.24,2.80,2.50,3.28,4.17
2010.12.27,2.80,2.50,3.35,4.24
2010.12.28,2.80,2.49,3.37,4.26
2010.12.29,2.80,2.49,3.38,4.26
2010.12.30,2.80,2.49,3.38,4.27
2010.12.31,,2.51,,
2011.01.03,2.80,2.49,3.50,4.32
2011.01.04,2.80,2.50,3.50,4.32
2011.01.05,2.80,2.49,3.50,4.32
2011.01.06,2.80,2.49,3.58,4.39
2011.01.07,2.80,2.49,3.59,4.39
2011.01.10,2.80,2.49,3.57,4.38
2011.01.11,2.80,2.50,3.60,4.40
2011.01.12,2.80,2.50,3.54,4.35
2011.01.13,2.98,2.74,3.64,4.46
2011.01.14,2.97,2.74,3.69,4.51
2011.01.17,2.98,2.74,3.71,4.53
2011.01.18,2.98,2.76,3.66,4.49
2011.01.19,2.98,2.77,3.79,4.60
2011.01.20,3.00,2.75,3.81,4.62
2011.01.21,3.00,2.75,3.81,4.63
2011.01.24,3.01,2.75,3.88,4.68
2011.01.25,3.01,2.75,3.90,4.69
2011.01.26,3.01,2.74,3.88,4.67
2011.01.27,3.02,2.74,3.86,4.66
2011.01.28,3.03,2.74,3.88,4.67
2011.01.31,3.05,2.75,3.96,4.75
2011.02.01,3.05,2.75,3.98,4.76
2011.02.07,3.08,2.75,4.10,4.86
2011.02.08,3.09,2.78,4.06,4.82
2011.02.09,3.09,2.77,4.00,4.77
2011.02.10,3.11,2.75,3.96,4.74
2011.02.11,3.12,2.75,3.94,4.73
2011.02.14,3.13,2.75,3.97,4.75
2011.02.15,3.13,2.74,3.95,4.73
2011.02.16,3.14,2.75,3.93,4.71
2011.02.17,3.15,2.75,3.96,4.74
2011.02.18,3.15,2.75,3.94,4.73
2011.02.21,3.15,2.75,3.96,4.74
2011.02.22,3.15,2.75,3.89,4.67
2011.02.23,3.15,2.75,3.89,4.67
2011.02.24,3.16,2.76,3.81,4.60
2011.02.25,3.16,2.76,3.84,4.63
2011.02.28,3.17,2.76,3.84,4.63
2011.03.02,3.17,2.75,3.84,4.63
2011.03.03,3.23,2.75,3.93,4.71
2011.03.04,3.27,2.75,3.94,4.72
2011.03.07,3.29,2.76,3.92,4.71
2011.03.08,3.30,2.75,3.89,4.68
2011.03.09,3.30,2.75,3.83,4.63
2011.03.10,3.39,2.99,3.71,4.52
2011.03.11,3.39,2.97,3.69,4.50
2011.03.14,3.39,2.96,3.64,4.45
2011.03.15,3.39,2.99,3.57,4.40
2011.03.16,3.39,3.00,3.64,4.46
2011.03.17,3.39,2.99,3.66,4.48
2011.03.18,3.39,2.99,3.65,4.48
2011.03.21,3.39,2.99,3.71,4.52
2011.03.22,3.39,3.01,3.70,4.50
2011.03.23,3.39,3.02,3.66,4.46
2011.03.24,3.39,3.00,3.66,4.46
2011.03.25,3.39,2.99,3.71,4.49
2011.03.28,3.39,2.99,3.73,4.50
2011.03.29,3.39,2.98,3.71,4.49
2011.03.30,3.39,2.98,3.74,4.52
2011.03.31,3.39,2.98,3.73,4.51
2011.04.01,3.39,2.98,3.67,4.47
2011.04.04,3.39,2.99,3.68,4.47
2011.04.05,3.39,3.03,3.69,4.48
2011.04.06,3.39,3.04,3.70,4.49
2011.04.07,3.39,3.01,3.68,4.48
2011.04.08,3.39,3.01,3.76,4.55
2011.04.11,3.40,3.01,3.78,4.56
2011.04.12,3.40,3.00,3.72,4.51
2011.04.13,3.40,3.01,3.74,4.52
2011.04.14,3.40,3.01,3.73,4.52
